Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
652,Mario Strikers Charged,Wii,2007,Sports,Nintendo  ,Next Level Games  ,7.7,,1.05,1.05,0.24,0.24,2.59
653,NBA Live 2005,PS2,2004,Sports,EA Sports  ,EA Canada  ,,,2.03,0.21,,0.35,2.59
654,Style Savvy,DS,2009,Simulation,Nintendo  ,syn Sophia  ,7.6,,0.62,0.82,0.96,0.18,2.58
655,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom  ,Capcom  ,7.6,,0.37,0.27,1.75,0.18,2.58
656,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ  ,Yuke's  ,8.0,,1.4,0.88,0.03,0.26,2.58
657,Skylanders Giants,Wii,2012,Misc,Activision  ,Toys for Bob  ,,,1.49,0.86,,0.23,2.58
658,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment  ,Insomniac Games  ,9.1,,1.31,0.74,0.31,0.22,2.57
659,Madden NFL 08,PS2,2007,Sports,EA Sports  ,EA Tiburon  ,,,2.14,0.08,,0.35,2.57
660,NBA 2K14,X360,2013,Sports,2K Sports  ,Visual Concepts  ,,,2.11,0.19,0.0,0.27,2.57
661,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment  ,Insomniac Games  ,8.9,,0.93,1.1,0.08,0.45,2.57
662,Hot Shots Golf,PS,1998,Sports,Sony Computer Entertainment  ,Camelot Software Planning  ,,,0.26,0.17,2.13,,2.56
663,Sonic Adventure 2 Battle,GC,2002,Platform,Sega  ,Sonic Team  ,6.8,,1.7,0.59,0.21,0.07,2.56
664,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,8.5,,1.76,0.55,0.03,0.22,2.56
665,Dragon Quest II,NES,1990,Role-Playing,Enix  ,ChunSoft  ,,,0.15,,2.41,0.0,2.56
666,Yokai Watch,3DS,2015,Role-Playing,Nintendo  ,Level 5  ,7.7,,0.44,0.68,1.34,0.09,2.55
667,FIFA 16,PS3,2015,Sports,EA Sports  ,EA Canada  ,9.0,,0.43,1.68,0.05,0.38,2.55
668,Pokémon Colosseum,GC,2004,Role-Playing,Nintendo  ,Genius Sonority Inc.  ,7.0,,1.21,0.57,0.7,0.07,2.54
669,Madden NFL 09,X360,2008,Sports,EA Sports  ,EA Tiburon  ,8.5,,2.21,0.12,,0.2,2.54
670,Space Invaders,2600,2078,Shooter,Atari  ,Atari  ,,,2.36,0.14,,0.03,2.53
671,Art Academy,DS,2010,Misc,Nintendo  ,Headstrong Games  ,6.8,,0.26,1.66,0.33,0.27,2.52
672,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment  ,Hitmaker  ,8.2,,1.13,1.12,0.06,0.22,2.52
673,Perfect Dark,N64,2000,Shooter,Rare  ,Rare Ltd.  ,9.7,,1.55,0.75,0.16,0.06,2.52
674,Dragon Warrior,NES,1989,Role-Playing,Nintendo  ,ChunSoft  ,,,0.49,,0.52,1.51,2.52
675,Tomb Raider (2013),PS3,2013,Action,Square Enix  ,Crystal Dynamics  ,8.9,,0.6,1.45,0.08,0.38,2.51
676,Deca Sports,Wii,2008,Sports,Hudson Soft  ,CAProduction  ,5.3,,1.11,0.86,0.29,0.25,2.5
677,Midnight Club: Los Angeles,PS3,2008,Racing,Rockstar Games  ,Rockstar San Diego  ,8.3,,1.59,0.54,0.05,0.33,2.5
678,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami  ,Konami  ,,,0.13,0.07,0.26,2.05,2.5
679,Mario Party 2,N64,2000,Misc,Nintendo  ,Hudson Soft  ,,,1.28,0.14,1.08,0.01,2.5
680,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action-Adventure,Nintendo  ,GREZZO  ,9.0,,1.2,0.64,0.48,0.18,2.5
681,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision  ,Raven Software  ,8.3,,2.29,0.02,,0.19,2.5
682,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Rockstar Games  ,Rockstar North  ,9.8,,1.84,0.56,,0.09,2.49
683,NBA 2K15,PS4,2014,Sports,2K Sports  ,Visual Concepts  ,,,1.49,0.55,0.01,0.44,2.49
684,Game Party,Wii,2007,Misc,Midway Games  ,JGI Entertainment  ,2.6,,1.47,0.77,,0.24,2.49
685,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games  ,Midway  ,8.2,,1.81,0.52,,0.15,2.49
686,Saints Row: The Third,PS3,2011,Action,THQ  ,Volition Inc.  ,8.3,,0.86,1.06,0.18,0.37,2.48
687,Tomb Raider: The Last Revelation,PS,1999,Action,Eidos Interactive  ,Core Design Ltd.  ,,,1.15,1.14,0.06,0.13,2.48
688,Assassin's Creed Origins,XOne,2017,Action,Ubisoft  ,Ubisoft Montreal  ,,,1.34,0.92,,0.22,2.47
689,Pure,X360,2008,Racing,Disney Interactive Studios  ,Black Rock Studio  ,8.3,,1.38,0.84,0.0,0.25,2.47
690,Mario Party 4,GC,2002,Misc,Nintendo  ,Hudson Soft  ,7.0,,1.13,0.36,0.92,0.07,2.47
691,Rock Band,X360,2007,Misc,MTV Games  ,Harmonix Music Systems  ,9.1,,1.93,0.33,,0.21,2.47
692,Minecraft,PSV,2014,Misc,Sony Computer Entertainment America  ,4J Studios  ,,,0.22,0.73,1.25,0.27,2.47
693,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment  ,Insomniac Games  ,8.5,8.7,1.15,0.84,0.1,0.38,2.47
694,Madden NFL 16,XOne,2015,Sports,EA Sports  ,EA Tiburon  ,8.4,,2.13,0.08,,0.26,2.47
695,1-2-Switch,NS,2017,Party,Nintendo  ,Nintendo EPD  ,5.7,,0.62,1.2,0.5,0.15,2.46
696,Dying Light,PS4,2015,Action,Warner Bros. Interactive  ,Techland  ,,,1.18,0.74,0.13,0.4,2.45
697,Final Fantasy Tactics,PS,1998,Role-Playing,Sony Computer Entertainment  ,SquareSoft  ,8.8,,0.93,0.12,1.34,0.06,2.45
698,Final Fantasy V,SNES,1992,Role-Playing,Square  ,SquareSoft  ,7.5,,,,2.43,0.02,2.45
699,LEGO Harry Potter: Years 1-4,Wii,2010,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.9,,1.29,0.94,,0.22,2.45
700,uDraw Studio,Wii,2010,Misc,THQ  ,"Pipeworks Software, Inc.  ",,,1.65,0.58,,0.21,2.44
701,Madden NFL 17,XOne,2016,Sports,EA Sports  ,EA Tiburon  ,8.1,,2.14,0.04,,0.26,2.44
702,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment  ,SingleTrac  ,8.7,,2.12,0.25,,0.07,2.44
703,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,3DS,2018,Role-Playing,Nintendo  ,Level 5  ,,,0.07,0.05,2.3,0.01,2.44
704,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts  ,Maxis  ,,,1.07,1.19,,0.18,2.43
705,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb  ,Cyan Worlds  ,,,1.52,0.82,,0.1,2.43
706,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts  ,EA Black Box  ,7.4,,0.87,0.97,,0.58,2.42
707,New Super Luigi U,WiiU,2013,Action,Nintendo  ,Nintendo  ,7.8,,1.25,0.75,0.22,0.2,2.42
708,Ice Hockey,NES,1988,Sports,Nintendo  ,Nintendo  ,,,1.27,0.32,0.78,0.05,2.42
709,Sonic Adventure,DC,1999,Platform,Sega  ,Sonic Team  ,8.9,,1.26,0.61,0.46,0.08,2.42
710,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.2,,1.56,0.61,0.02,0.23,2.42
711,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games  ,From Software  ,,,1.0,0.63,0.44,0.34,2.42
712,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari  ,Dimps Corporation  ,,,1.63,0.22,0.51,0.06,2.41
713,Kinect: Disneyland Adventures,X360,2011,Action-Adventure,Microsoft Studios  ,Frontier Developments  ,8.5,,1.73,0.43,0.02,0.23,2.41
714,Pro Evolution Soccer 2011,PS3,2010,Sports,Konami  ,Konami  ,6.0,,0.29,1.18,0.54,0.41,2.41
715,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment  ,Rainbow Studios  ,8.4,,2.07,0.26,,0.08,2.41
716,Dino Crisis,PS,1999,Action,Capcom  ,Capcom Production Studio 4  ,8.9,,0.81,0.76,0.7,0.14,2.41
717,NBA 2K16,XOne,2015,Sports,2K Sports  ,Visual Concepts  ,8.3,,2.01,0.15,,0.25,2.41
718,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Studios  ,343 Industries  ,8.0,,1.44,0.71,0.04,0.22,2.41
719,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts  ,EA Black Box  ,,,0.69,0.0,0.04,1.68,2.41
720,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo  ,Intelligent Systems  ,,,1.12,0.49,0.64,0.15,2.41
721,Tetris Plus,PS,1996,Puzzle,Jaleco  ,Atlus Co.  ,,,2.1,0.24,,0.07,2.4
722,Forza Motorsport 5,XOne,2013,Racing,Microsoft Studios  ,Turn 10 Studios  ,,,1.28,0.9,0.01,0.21,2.4
723,Midnight Club: Los Angeles,X360,2008,Racing,Rockstar Games  ,Rockstar San Diego  ,8.0,,1.72,0.45,0.01,0.22,2.4
724,Mario Party: Island Tour,3DS,2013,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",5.5,,0.66,1.04,0.56,0.14,2.4
725,Pro Wrestling,NES,1987,Fighting,Nintendo  ,TRY Corporation  ,,,0.77,0.18,1.42,0.03,2.4
726,Theme Hospital,PC,1997,Strategy,Electronic Arts  ,Bullfrog Productions  ,5.5,,2.3,0.1,,,2.4
727,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,,,1.23,0.72,0.04,0.41,2.4
728,Madden NFL 11,PS3,2010,Sports,EA Sports  ,EA Tiburon  ,8.4,,2.05,0.15,,0.2,2.4
729,Batman: Arkham Origins,PS3,2013,Action-Adventure,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  ,,,1.08,0.88,0.04,0.4,2.4
730,Frogger's Adventures: Temple of the Frog,GBA,2001,Adventure,Konami  ,Konami  ,6.7,,2.15,0.18,,0.07,2.39
731,Zumba Fitness,X360,2010,Sports,Majesco  ,"Pipeworks Software, Inc.  ",,,1.74,0.45,,0.2,2.39
732,Monopoly,PC,1995,Misc,Hasbro Interactive  ,Unknown  ,,,1.49,0.81,,0.1,2.39
733,Mortal Kombat II (US & Others sales),GEN,1994,Fighting,Acclaim Entertainment  ,Probe Entertainment Limited  ,,,1.78,0.53,,0.08,2.39
734,Guitar Hero,PS2,2005,Misc,RedOctane  ,Harmonix Music Systems  ,8.0,,1.67,0.61,0.03,0.07,2.38
735,Dead Island,X360,2011,Action,Deep Silver  ,Techland  ,7.0,,1.48,0.7,,0.21,2.38
736,WCW/nWo Revenge,N64,1998,Fighting,THQ  ,Aki Corp.  ,,,1.94,0.39,0.03,0.02,2.38
737,Ratchet & Clank (2016),PS4,2016,Platform,Sony Interactive Entertainment  ,Insomniac Games  ,,,0.97,0.97,0.06,0.39,2.38
738,Driveclub,PS4,2014,Racing,Sony Computer Entertainment  ,Evolution Studios  ,7.2,,0.37,1.63,0.02,0.36,2.37
739,Half-Life 2,PC,2004,Shooter,VU Games  ,Valve Software  ,9.7,,2.28,0.02,0.08,,2.37
740,Guild Wars 2,PC,2012,Role-Playing,NCSoft  ,ArenaNet  ,,,1.01,1.11,,0.25,2.37
741,Madden NFL 08,X360,2007,Sports,EA Sports  ,EA Tiburon  ,8.7,,2.18,0.01,,0.18,2.37
742,The Incredibles,PS2,2004,Action,THQ  ,Heavy Iron Studios  ,5.9,,0.96,1.08,0.04,0.3,2.37
743,Tony Hawk's Underground 2,PS2,2004,Sports,Activision  ,Neversoft Entertainment  ,,,1.25,0.86,0.01,0.26,2.37
744,Madden NFL 10,PS3,2009,Sports,EA Sports  ,EA Tiburon  ,8.5,,2.03,0.13,,0.21,2.37
745,Uncharted: The Lost Legacy,PS4,2017,Action,Sony Interactive Entertainment  ,Naughty Dog  ,,,0.58,1.38,0.04,0.36,2.37
746,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega  ,Backbone Entertainment  ,8.1,,1.39,0.64,,0.33,2.36
747,Kirby's Dream Land 2,GB,1995,Platform,Nintendo  ,HAL Laboratory  ,,,0.69,0.14,1.48,0.05,2.36
748,Destiny 2,XOne,2017,Shooter,Activision  ,Bungie  ,,,1.66,0.47,,0.23,2.35
749,Donkey Kong Land 2,GB,1996,Platform,Nintendo  ,Rare Ltd.  ,,,1.39,0.48,0.4,0.08,2.35
750,Dragon Quest Monsters,GB,1999,Role-Playing,Eidos Interactive  ,TOSE  ,,,,,2.34,0.01,2.35
751,LEGO Indiana Jones: The Original Adventures,Wii,2008,Adventure,LucasArts  ,Traveller's Tales  ,7.8,,1.51,0.62,,0.22,2.35
752,Lego Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,1.26,0.87,,0.21,2.34
753,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ  ,Yuke's Media Creations  ,,,0.92,0.0,0.01,1.41,2.34
754,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom  ,Capcom  ,8.4,,1.08,0.7,0.34,0.21,2.34
755,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,8.6,,1.07,0.8,0.08,0.38,2.34
756,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Studios  ,Rare Ltd.  ,6.6,,1.38,0.72,0.02,0.21,2.33
757,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo  ,AlphaDream Corporation  ,8.0,,0.95,0.75,0.47,0.16,2.33
758,Madden NFL 25,X360,2013,Sports,EA Sports  ,EA Tiburon  ,7.8,,2.02,0.07,,0.25,2.33
759,My Fitness Coach,Wii,2008,Sports,Ubisoft  ,Ubisoft  ,7.1,,1.18,0.9,,0.24,2.32
760,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft  ,Ubisoft Montreal  ,8.3,,1.51,0.59,,0.22,2.32
761,Mario Tennis,N64,2000,Sports,Nintendo  ,Camelot Software Planning  ,8.8,,0.78,0.4,1.06,0.07,2.32
762,Grand Theft Auto,PS,1998,Action,Take-Two Interactive  ,DMA Design  ,6.0,,0.79,1.35,0.04,0.14,2.32
763,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts  ,EA Redwood Shores  ,,,0.85,1.06,0.09,0.32,2.31
764,Need for Speed: High Stakes,PS,1999,Racing,Electronic Arts  ,EA Canada  ,,,1.58,0.64,,0.09,2.31
765,Chrono Trigger,SNES,1995,Role-Playing,Square  ,SquareSoft  ,8.8,,0.28,,2.02,0.01,2.31
766,The Sims 3,X360,2010,Simulation,Electronic Arts  ,The Sims Studio  ,8.0,,1.28,0.82,0.0,0.2,2.31
767,Cool Boarders 3,PS,1998,Sports,989 Studios  ,Idol Minds Digital Entertainment  ,,,1.65,0.46,0.1,0.1,2.31
768,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts  ,Traveller's Tales  ,8.0,,1.02,0.93,,0.36,2.31
769,WarioWare Touched!,DS,2005,Puzzle,Nintendo  ,Intelligent Systems  ,7.8,,0.51,0.45,1.21,0.13,2.3
770,LEGO Harry Potter: Years 1-4,DS,2010,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,8.0,,1.07,1.0,,0.22,2.29
771,Dead Island,PS3,2011,Action,Deep Silver  ,Techland  ,6.7,,1.08,0.74,0.15,0.32,2.29
772,Tomb Raider II,PC,1997,Adventure,Eidos Interactive  ,Core Design Ltd.  ,8.2,,0.91,1.25,,0.13,2.29
773,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts  ,EA Black Box  ,8.0,,1.38,0.8,,0.1,2.28
774,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami  ,Konami  ,7.0,,0.3,1.27,0.46,0.26,2.28
775,Mario Bros.,NES,1986,Platform,Nintendo  ,Nintendo R&D1  ,,,0.51,0.12,1.63,0.02,2.28
776,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts  ,EA Canada  ,,,0.38,0.07,0.01,1.82,2.28
777,Pokémon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo  ,HAL Laboratory  ,6.7,,0.94,0.54,0.62,0.18,2.28
778,TOCA Championship Racing,PS,1998,Racing,3DO  ,Codemasters  ,,,0.07,2.0,0.02,0.18,2.28
779,Star Wars Battlefront II (US sales),PS2,2005,Shooter,LucasArts  ,Pandemic Studios  ,,,2.18,0.07,,0.02,2.27
780,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo  ,HAL Laboratory  ,8.1,,1.22,0.1,0.91,0.04,2.27
781,Madden NFL 12,PS3,2011,Sports,EA Sports  ,EA Tiburon  ,7.8,,1.93,0.15,,0.18,2.27
782,Borderlands 2,PS3,2012,Shooter,2K Games  ,Gearbox Software  ,,,1.06,0.75,0.1,0.36,2.27
783,No Man's Sky,PS4,2016,Action-Adventure,Hello Games  ,Hello Games  ,6.8,,0.89,0.97,0.04,0.37,2.26
784,Wario Land 4,GBA,2001,Platform,Nintendo  ,Nintendo R&D1  ,,,0.9,0.73,0.54,0.09,2.26
785,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom  ,Capcom  ,8.5,,0.62,0.44,1.06,0.13,2.25
786,Cool Boarders 2,PS,1997,Sports,Sony Computer Entertainment  ,UEP Systems  ,,,1.52,0.46,0.2,0.08,2.25
787,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo  ,Intelligent Systems  ,9.0,,1.48,0.25,0.46,0.06,2.25
788,Guitar Hero III: Legends of Rock,PS3,2007,Misc,RedOctane  ,Neversoft  ,8.2,8.0,1.4,0.53,0.02,0.3,2.25
789,Just Dance Kids,Wii,2010,Misc,Ubisoft  ,Ubisoft Paris  ,,,1.52,0.54,,0.19,2.25
790,Madden NFL 15,PS4,2014,Sports,EA Sports  ,EA Tiburon  ,,,1.58,0.25,,0.41,2.25
791,Dissidia: Final Fantasy,PSP,2009,Fighting,Square Enix  ,Square Enix  ,8.1,10.0,0.51,0.51,0.91,0.31,2.24
792,Call of Duty 3,Wii,2006,Shooter,Activision  ,EXAKT Entertainment  ,6.8,7.3,1.17,0.84,,0.23,2.24
793,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega  ,Sega  ,7.3,,1.05,0.91,0.04,0.24,2.24
794,Sonic Advance,GBA,2002,Platform,Sega  ,Dimps Corporation / Sonic Team  ,,,1.19,0.71,0.22,0.13,2.24
795,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games  ,Digital Eclipse  ,,,1.29,0.83,,0.11,2.23
796,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Ultra Games  ,Konami  ,,,1.74,0.25,0.21,0.03,2.23
797,Dance Dance Revolution X2,PS2,2009,Simulation,Konami  ,Konami Computer Entertainment Tokyo  ,,,1.09,0.85,,0.28,2.23
798,Monster Hunter Tri,Wii,2010,Role-Playing,Capcom  ,Capcom Production Studio 1  ,8.1,10.0,0.65,0.41,1.05,0.11,2.23
799,Battlefield V,PS4,2018,Shooter,Electronic Arts  ,EA DICE  ,,,0.8,0.93,0.16,0.34,2.22
800,Prince of Persia: The Sands of Time,PS2,2003,Adventure,Ubisoft  ,Ubisoft Montreal  ,9.0,9.1,0.88,1.03,,0.31,2.22
801,FIFA 19,XOne,2018,Sports,Electronic Arts  ,EA Sports  ,,,0.56,1.5,,0.16,2.22
802,Resident Evil 4,Wii,2007,Misc,Capcom  ,Unknown  ,,,1.32,0.56,0.14,0.2,2.22
803,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts  ,LucasArts  ,6.8,,1.01,0.86,,0.35,2.22
804,The Legend of Zelda: Link's Awakening DX,GBC,1998,Adventure,Nintendo  ,Nintendo EAD  ,9.4,,1.0,0.63,0.45,0.13,2.22
805,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo  ,Nintendo EAD  ,8.3,,0.61,0.21,1.39,,2.22
806,NBA 2K14,PS3,2013,Sports,2K Sports  ,Visual Concepts  ,,,1.45,0.34,0.04,0.39,2.22
807,Madden NFL 19,PS4,2018,Sports,EA Sports  ,EA Tiburon  ,,,1.63,0.18,,0.41,2.21
808,Guitar Hero II,X360,2007,Misc,RedOctane  ,Harmonix Music Systems  ,9.2,,2.01,0.02,,0.17,2.21
809,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom  ,Capcom  ,8.8,8.6,1.06,0.82,0.05,0.28,2.21
810,LEGO Indiana Jones: The Original Adventures,DS,2008,Adventure,LucasArts  ,Traveller's Tales  ,,,1.4,0.6,,0.21,2.2
811,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts  ,Criterion Games  ,8.8,,1.03,0.96,0.0,0.21,2.2
812,Frogger,2600,1982,Action,Parker Bros.  ,Konami  ,,,2.06,0.12,,0.02,2.2
813,Rock Band 2,X360,2008,Misc,MTV Games  ,Harmonix Music Systems  ,9.2,,1.78,0.24,,0.18,2.2
814,R.B.I. Baseball,NES,1988,Sports,Tengen  ,Namco  ,,,0.15,,2.05,,2.2
815,Wario Land 3,GB,2000,Platform,Nintendo  ,Nintendo R&D1  ,,,1.11,0.51,0.34,0.23,2.2
816,BioShock 2,X360,2010,Shooter,2K Games  ,2K Marin  ,8.6,,1.45,0.54,0.02,0.2,2.2
817,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios  ,Artificial Mind and Movement  ,7.3,,1.06,0.9,,0.23,2.2
818,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix  ,Square Enix  ,8.1,,1.3,0.67,0.01,0.21,2.19
819,Skylanders SWAP Force,Wii,2013,Platform,Activision  ,Beenox  ,,,1.23,0.77,,0.19,2.19
820,FIFA 15,XOne,2014,Sports,EA Sports  ,EA Canada  ,7.9,,0.64,1.39,,0.16,2.19
821,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,LucasArts  ,BioWare Corp.  ,9.4,10.0,1.68,0.44,,0.08,2.19
822,Donkey Kong Country,GBC,2000,Platform,Nintendo  ,Rare Ltd.  ,9.1,,1.04,0.72,0.3,0.13,2.19
823,Kirby's Pinball Land,GB,1993,Misc,Nintendo  ,HAL Laboratory  ,,,0.87,0.17,1.1,0.05,2.19
824,Pro Evolution Soccer 2012,PS3,2011,Sports,Konami  ,Konami  ,7.5,,0.34,0.97,0.55,0.32,2.19
825,Saints Row,X360,2006,Action,THQ  ,Volition Inc.  ,8.0,,1.17,0.77,0.02,0.22,2.18
826,Need for Speed: Payback,PS4,2017,Racing,Electronic Arts  ,Ghost Games  ,5.8,,0.62,1.18,0.04,0.34,2.18
827,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami  ,Konami  ,,,,,2.17,0.01,2.18
828,ATV Offroad Fury 2,PS2,2002,Racing,Sony Computer Entertainment  ,Rainbow Studios  ,8.7,,1.92,0.2,,0.06,2.18
829,Destiny: The Taken King,PS4,2015,Shooter,Activision  ,Bungie  ,,,0.97,0.8,0.05,0.36,2.18
830,Spyro Reignited Trilogy,PS4,2018,Platform,Activision  ,Toys for Bob  ,,,0.75,1.07,,0.35,2.17
831,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo  ,AlphaDream Corporation  ,8.8,,1.48,0.17,0.47,0.06,2.17
832,Star Wars: Rogue Squadron,N64,1998,Simulation,LucasArts  ,Factor 5  ,9.0,,1.6,0.46,0.08,0.03,2.17
833,Tennis,NES,1985,Sports,Nintendo  ,Nintendo  ,,,0.48,0.11,1.56,0.02,2.17
834,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive  ,5TH Cell  ,8.2,,1.67,0.3,0.02,0.18,2.17
835,PlayerUnknown's Battlegrounds,XOne,2017,Shooter,Microsoft Studios  ,PUBG Corporation  ,,,1.29,0.69,,0.2,2.17
836,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts  ,Ghost Games  ,,,0.75,1.04,0.03,0.35,2.17
837,Sonic Unleashed,Wii,2008,Platform,Sega  ,Sonic Team/Dimps Corporation  ,6.7,8.2,1.26,0.68,0.02,0.22,2.16
838,PlayStation VR Worlds,PS4,2016,Misc,Sony Interactive Entertainment  ,SIE London Studio  ,,,0.36,1.4,0.09,0.32,2.16
839,The Sims: House Party,PC,2001,Simulation,Maxis  ,Maxis  ,,,1.23,0.83,,0.1,2.16
840,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft  ,Ubisoft  ,6.0,,1.5,0.46,,0.19,2.16
841,Syphon Filter 2,PS,2000,Shooter,989 Studios  ,Eidetic  ,,,1.5,0.55,0.02,0.08,2.15
842,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts  ,EA DICE  ,,,0.72,0.97,0.14,0.33,2.15
843,Pokémon Ranger,DS,2006,Role-Playing,Nintendo  ,HAL Laboratory  ,6.6,,1.28,0.03,0.73,0.12,2.15
844,Volleyball,NES,1987,Sports,Nintendo  ,Nintendo R&D1  ,,,0.14,0.03,1.98,0.0,2.15
845,Mahjong,NES,1983,Misc,Nintendo  ,Nintendo  ,,,0.01,,2.13,0.0,2.14
846,SimCity 2000,PC,1993,Simulation,Maxis  ,Maxis  ,8.0,,1.2,0.84,,0.1,2.14
847,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo  ,SquareSoft  ,,,0.66,,1.45,0.03,2.14
848,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision  ,Amaze Entertainment  ,6.1,,0.52,1.03,,0.59,2.14
849,Demon Attack,2600,1982,Shooter,Imagic  ,Imagic  ,,,1.99,0.12,,0.02,2.13
850,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami  ,Konami Computer Entertainment Tokyo  ,,,1.04,0.81,,0.27,2.13
851,Final Fantasy Tactics Advance,GBA,2003,Action,Nintendo  ,Square Enix  ,,,0.82,0.37,0.89,0.05,2.13
852,NBA 2K12,PS3,2011,Sports,2K Sports  ,Visual Concepts  ,9.0,,1.62,0.27,0.05,0.18,2.13
853,Donkey Kong Country Returns 3D,3DS,2013,Platform,Nintendo  ,Monster Games  ,8.6,,0.81,0.75,0.42,0.14,2.13
854,Borderlands,PS3,2009,Shooter,2K Games  ,Gearbox Software  ,8.2,,1.22,0.61,,0.29,2.12
855,Mortal Kombat (2011),X360,2011,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,8.6,,1.64,0.31,,0.17,2.12
856,Project Gotham Racing,XB,2001,Racing,Microsoft  ,Bizarre Creations  ,8.4,,1.37,0.61,0.05,0.09,2.12
857,Golf,GB,1990,Sports,Nintendo  ,Nintendo  ,,,0.83,0.33,0.92,0.04,2.12
858,NBA 2K11,X360,2010,Sports,2K Sports  ,Visual Concepts  ,8.8,,1.86,0.12,0.01,0.13,2.11
859,Tony Hawk's Pro Skater,N64,2000,Sports,Activision  ,Edge of Reality  ,9.3,,1.68,0.4,,0.03,2.11
860,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami  ,Konami  ,7.7,,0.11,1.34,0.4,0.26,2.11
